,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RSI,MACD,Signal Line,Histogram,MACD_slope,Signal_slope,Signal,Prediction,Rolling_Max_High_Short,Rolling_Max_High_Long,HH_Short,HH_Long,LH_Short,LH_Long,Rolling_Min_Low_Short,Rolling_Min_Low_Long,HL_Short,HL_Long,LL_Short,LL_Long,Bullish_Strength_Short,Bearish_Strength_Short,Bullish_Strength_Long,Bearish_Strength_Long,Next_Close
0,2022-12-28 00:00:00+05:30,3163.75164075685,3179.620095877033,3140.581771103723,3170.8583984375,910795,0.0,0.0,45.71653473198249,-17.779425498258206,-8.749566680703419,-9.029858817554787,0.05234064809656047,-2.2574647043886973,0,Hold,3287.5833781542915,3387.8562532777214,False,False,True,False,3079.8825384850993,3022.785681759186,True,False,False,False,0.35714285714285715,0.6428571428571429,0.0,0.0,3182.199951171875
1,2022-12-29 00:00:00+05:30,3145.5469439367216,3184.877136599247,3142.528930748088,3182.199951171875,1037927,0.0,0.0,47.4400091501536,-16.63106408292515,-10.325866161147765,-6.305197921777385,1.1483614153330564,-1.5762994804443462,0,Hold,3287.5833781542915,3387.8562532777214,False,False,True,True,3079.8825384850993,3022.785681759186,True,True,False,False,0.35714285714285715,0.6428571428571429,0.01,0.01,3170.46875
2,2022-12-30 00:00:00+05:30,3199.0417130680603,3211.6487742404233,3160.2467699668005,3170.46875,1163131,0.0,0.0,45.81953320924997,-16.47764524322156,-11.556221977562524,-4.921423265659035,0.1534188397035905,-1.2303558164147592,0,Hold,3287.5833781542915,3387.8562532777214,False,False,True,True,3079.8825384850993,3022.785681759186,True,True,False,False,0.39285714285714285,0.6071428571428571,0.02,0.02,3175.093505859375
3,2023-01-02 00:00:00+05:30,3174.6554684633816,3180.3506676401553,3149.538551536418,3175.093505859375,709547,0.0,0.0,46.59402827840101,-15.800739471273118,-12.405125476304644,-3.3956139949684747,0.6769057719484408,-0.8489034987421196,0,Hold,3287.5833781542915,3387.8562532777214,False,False,True,True,3079.8825384850993,3044.203103622423,True,True,False,False,0.39285714285714285,0.6071428571428571,0.03,0.03,3223.672119140625
4,2023-01-03 00:00:00+05:30,3165.893494277568,3232.0929892378617,3159.370944515263,3223.672119140625,1245178,0.0,0.0,54.027843718054584,-11.215117770288089,-12.167123935101333,0.9520061648132447,4.58562170098503,0.2380015412033103,1,Buy,3275.6581385192007,3387.8562532777214,False,False,True,True,3079.8825384850993,3051.3586049999763,True,True,False,False,0.39285714285714285,0.6071428571428571,0.04,0.04,3226.884033203125
5,2023-01-04 00:00:00+05:30,3219.1445822031483,3239.2479505638967,3199.1873847223856,3226.884033203125,1231668,0.0,0.0,54.47901051801937,-7.2383655406529215,-11.181372256211652,3.943006715558731,3.976752229635167,0.985751678889681,1,Buy,3239.2479505638967,3387.8562532777214,False,False,True,True,3079.8825384850993,3051.3586049999763,True,True,False,False,0.39285714285714285,0.6071428571428571,0.05,0.05,3223.428466796875
6,2023-01-05 00:00:00+05:30,3242.022592530946,3248.9346931099635,3195.0501607300953,3223.428466796875,1826057,0.0,0.0,53.866517464060145,-4.315845694677591,-9.80826694390484,5.492421249227249,2.92251984597533,1.3731053123068122,1,Buy,3248.9346931099635,3387.8562532777214,True,False,False,True,3079.8825384850993,3051.3586049999763,True,True,False,False,0.4642857142857143,0.5357142857142857,0.06,0.06,3126.5146484375
7,2023-01-06 00:00:00+05:30,3212.622622402706,3214.131629048483,3115.270421723836,3126.5146484375,2488376,0.0,0.0,40.21194323640455,-9.707955591088648,-9.788204673341603,0.0802490822529549,-5.392109896411057,0.02006227056323695,0,Hold,3248.9346931099635,3387.8562532777214,False,False,True,True,3079.8825384850993,3061.726632039462,True,True,False,False,0.5,0.5,0.07,0.07,3232.044189453125
8,2023-01-09 00:00:00+05:30,3143.50241456512,3238.907566818877,3135.8601720946976,3232.044189453125,2885060,0.0,0.0,53.91194619190435,-5.403600180010017,-8.911283774675287,3.50768359466527,4.304355411078632,0.8769208986663166,1,Buy,3248.9346931099635,3387.8562532777214,False,False,True,True,3115.270421723836,3079.8825384850993,True,True,False,False,0.5357142857142857,0.4642857142857143,0.08,0.08,3199.38232421875
9,2023-01-10 00:00:00+05:30,3198.0194886091726,3210.6752734956017,3144.573230582368,3199.38232421875,3864655,0.0,0.0,50.08652924450991,-4.5751673817071605,-8.044060496081661,3.4688931143745005,0.8284327983028561,0.8672232785936256,1,Buy,3248.9346931099635,3387.8562532777214,False,False,True,True,3115.270421723836,3079.8825384850993,True,True,False,False,0.5357142857142857,0.4642857142857143,0.09,0.09,3240.562255859375
10,2023-01-11 00:00:00+05:30,3202.9844536485152,3260.8115586325866,3184.5360237594737,3240.562255859375,2720512,0.0,0.0,54.47278705527808,-0.5889628945346885,-6.553040975772268,5.964078081237579,3.986204487172472,1.4910195203093934,1,Buy,3260.8115586325866,3387.8562532777214,True,False,False,True,3115.270421723836,3079.8825384850993,True,True,False,False,0.5714285714285714,0.42857142857142855,0.1,0.1,3246.062744140625
11,2023-01-12 00:00:00+05:30,3240.8543070626847,3261.298266344246,3227.760485439028,3246.062744140625,2250391,0.0,0.0,55.04110622767771,2.9796290069625684,-4.646506979225301,7.62613598618787,3.568591901497257,1.9065339965469663,1,Buy,3261.298266344246,3387.8562532777214,True,False,False,True,3115.270421723836,3079.8825384850993,True,True,False,False,0.6071428571428571,0.39285714285714285,0.11,0.11,3285.198486328125
12,2023-01-13 00:00:00+05:30,3254.386374544914,3289.5306113944443,3217.4899883570993,3285.198486328125,1742837,0.0,0.0,58.965952189606824,8.863518004494836,-1.9445019824812741,10.80801998697611,5.883888997532267,2.7020049967440274,1,Buy,3289.5306113944443,3387.8562532777214,True,False,False,True,3115.270421723836,3079.8825384850993,True,True,False,False,0.6428571428571429,0.35714285714285715,0.12,0.12,3253.484130859375
13,2023-01-16 00:00:00+05:30,3236.8460892942285,3271.9761644267555,3218.354055726848,3253.484130859375,1843607,8.0,0.0,54.79160988128545,10.842473700160099,0.6128931540470006,10.229580546113098,1.9789556956652632,2.5573951365282745,1,Buy,3289.5306113944443,3387.8562532777214,False,False,True,True,3115.270421723836,3079.8825384850993,True,True,False,False,0.6428571428571429,0.35714285714285715,0.13,0.13,3296.761962890625
14,2023-01-17 00:00:00+05:30,3249.531628511382,3300.0799459364353,3240.749110596487,3296.761962890625,1688475,0.0,0.0,59.05168333575838,15.721739279596932,3.634662379156987,12.087076900439945,4.879265579436833,3.0217692251099866,1,Buy,3300.0799459364353,3387.8562532777214,True,False,False,True,3115.270421723836,3079.8825384850993,True,True,False,False,0.6785714285714286,0.32142857142857145,0.14,0.14,3308.082275390625
15,2023-01-18 00:00:00+05:30,3298.323920595962,3326.574310078294,3290.761195630099,3308.082275390625,2421189,0.0,0.0,60.11053199729048,20.268405454031836,6.961410994131957,13.30699445989988,4.546666174434904,3.32674861497497,1,Buy,3326.574310078294,3387.8562532777214,True,False,False,True,3115.270421723836,3079.8825384850993,True,True,False,False,0.7142857142857143,0.2857142857142857,0.15,0.15,3291.59033203125
16,2023-01-19 00:00:00+05:30,3298.3235006859327,3305.1543481725607,3279.782628936515,3291.59033203125,1585044,0.0,0.0,57.766974758254726,22.284032696456507,10.025935334596868,12.258097361859638,2.015627242424671,3.064524340464911,1,Buy,3326.574310078294,3387.8562532777214,False,False,True,True,3115.270421723836,3079.8825384850993,True,True,False,False,0.7142857142857143,0.2857142857142857,0.16,0.16,3281.832275390625
17,2023-01-20 00:00:00+05:30,3283.6862674368786,3312.619693040747,3274.5135095642427,3281.832275390625,1529349,0.0,0.0,56.36666688210282,22.830858266095674,12.58691992089663,10.243938345199044,0.546825569639168,2.560984586299762,1,Buy,3326.574310078294,3387.8562532777214,False,False,True,True,3115.270421723836,3079.8825384850993,True,True,False,False,0.7142857142857143,0.2857142857142857,0.17,0.17,3332.380126953125
18,2023-01-23 00:00:00+05:30,3306.1302506607717,3336.381147287243,3274.513279805658,3332.380126953125,1067916,0.0,0.0,61.56426975918703,27.03140938386332,15.475817813489968,11.555591570373352,4.200551117767645,2.888897892593338,1,Buy,3336.381147287243,3387.8562532777214,True,False,False,True,3115.270421723836,3079.8825384850993,True,True,False,False,0.75,0.25,0.18,0.18,3353.263427734375
19,2023-01-24 00:00:00+05:30,3342.2364394246997,3368.535157336337,3334.7225540558143,3353.263427734375,1387863,0.0,0.0,63.49878921021409,31.68029354832379,18.716712960456732,12.963580587867057,4.648884164460469,3.240895146966764,1,Buy,3368.535157336337,3387.8562532777214,True,False,False,True,3115.270421723836,3079.8825384850993,True,True,False,False,0.7857142857142857,0.21428571428571427,0.19,0.19,3346.87158203125
